"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Relative Humidity Avg. (%)","Relative Humidity Avg. Source Flag","Relative Humidity Avg. Record Completeness (%)","Precip. Accumulated (mm)","Precip. Accumulated Source Flag","Precip. Accumulated Comment","Precip. (mm)","Precip. Source Flag","Precip. Comment","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Wind Dir. 10 m Avg. (°)","Wind Dir. 10 m Avg. Source Flag","Wind Dir. 10 m Avg. Record Completeness (%)","Precip. Long Term (mm)","Precip. Long Term Source Flag","Air Temp. Avg. Long Term (°C)","Air Temp. Avg. Long Term Source Flag","Air Temp. Avg. Long Term Record Completeness (%)","Air Temp. Avg. Min. Long Term (°C)","Air Temp. Avg. Min. Long Term Source Flag","Air Temp. Avg. Min. Long Term Record Completeness (%)","Air Temp. Avg. Max. Long Term (°C)","Air Temp. Avg. Max. Long Term Source Flag","Air Temp. Avg. Max. Long Term Record Completeness (%)","Frost Probability 0°C (%)","Frost Probability 0°C Source Flag","Frost Probability 0°C Record Completeness (%)","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment","Growing Degree Days (base 5°C) (GDD)","Growing Degree Days (base 5°C) Source Flag","Corn Heat Units (germinate on start date) (CHU)","Corn Heat Units (germinate on start date) Source Flag","Potato Heat Units (PHU)","Potato Heat Units Source Flag"
"Calgary Springbank A","22-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","7.3","COMPUTED","-5.6","COMPUTED","","-11.1","COMPUTED","","-0.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","23-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","7.5","COMPUTED","-6.3","COMPUTED","","-11.8","COMPUTED","","-0.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","24-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","7.9","COMPUTED","-6.3","COMPUTED","","-12.2","COMPUTED","","-0.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","25-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","8.4","COMPUTED","-6.1","COMPUTED","","-11.8","COMPUTED","","-0.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","26-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","8.5","COMPUTED","-6.3","COMPUTED","","-12.4","COMPUTED","","-0.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","27-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","8.9","COMPUTED","-6.4","COMPUTED","","-12.2","COMPUTED","","-0.5","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","28-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","9.0","COMPUTED","-7.5","COMPUTED","","-13.4","COMPUTED","","-1.7","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","29-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","9.6","COMPUTED","-6.0","COMPUTED","","-13.0","COMPUTED","","0.9","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","30-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","9.9","COMPUTED","-4.5","COMPUTED","","-10.0","COMPUTED","","1.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","31-January-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","10.3","COMPUTED","-5.1","COMPUTED","","-11.3","COMPUTED","","1.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","01-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","11.1","COMPUTED","-5.3","COMPUTED","","-11.4","COMPUTED","","0.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","02-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","11.5","COMPUTED","-5.7","COMPUTED","","-11.1","COMPUTED","","-0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","03-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","11.8","COMPUTED","-6.0","COMPUTED","","-11.7","COMPUTED","","-0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","04-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","12.2","COMPUTED","-5.5","COMPUTED","","-12.0","COMPUTED","","1.0","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","05-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","12.7","COMPUTED","-5.7","COMPUTED","","-11.8","COMPUTED","","0.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","06-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","13.1","COMPUTED","-7.0","COMPUTED","","-12.2","COMPUTED","","-1.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","07-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","13.9","COMPUTED","-6.8","COMPUTED","","-12.6","COMPUTED","","-1.0","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","08-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","14.6","COMPUTED","-7.6","COMPUTED","","-13.5","COMPUTED","","-1.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","09-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","15.4","COMPUTED","-8.5","COMPUTED","","-14.0","COMPUTED","","-3.0","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","10-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","15.7","COMPUTED","-8.2","COMPUTED","","-14.0","COMPUTED","","-2.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","11-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","15.9","COMPUTED","-7.6","COMPUTED","","-14.0","COMPUTED","","-1.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","12-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","16.1","COMPUTED","-5.2","COMPUTED","","-11.8","COMPUTED","","1.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","13-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","16.5","COMPUTED","-4.0","COMPUTED","","-9.6","COMPUTED","","1.7","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","14-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","16.6","COMPUTED","-5.5","COMPUTED","","-11.7","COMPUTED","","0.6","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","15-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","16.8","COMPUTED","-4.6","COMPUTED","","-11.0","COMPUTED","","1.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","16-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","17.1","COMPUTED","-5.4","COMPUTED","","-11.0","COMPUTED","","0.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","17-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","17.4","COMPUTED","-5.9","COMPUTED","","-12.0","COMPUTED","","0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","18-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","17.5","COMPUTED","-5.6","COMPUTED","","-11.3","COMPUTED","","0.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","19-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","17.8","COMPUTED","-5.2","COMPUTED","","-10.7","COMPUTED","","0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","20-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","18.1","COMPUTED","-5.6","COMPUTED","","-11.6","COMPUTED","","0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","21-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","18.2","COMPUTED","-5.7","COMPUTED","","-11.8","COMPUTED","","0.5","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","22-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","18.6","COMPUTED","-6.4","COMPUTED","","-12.1","COMPUTED","","-0.6","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","23-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","19.2","COMPUTED","-7.2","COMPUTED","","-13.0","COMPUTED","","-1.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","24-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","19.7","COMPUTED","-7.5","COMPUTED","","-13.6","COMPUTED","","-1.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
"Calgary Springbank A","25-February-2017","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","","MISSING","","","UNAVAILBLE","","","UNAVAILBLE","","","UNAVAILBLE","","20.0","COMPUTED","-7.8","COMPUTED","","-14.4","COMPUTED","","-1.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","","UNAVAILBLE","","UNAVAILBLE","","UNAVAILBLE"
