"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Relative Humidity Avg. (%)","Relative Humidity Avg. Source Flag","Relative Humidity Avg. Record Completeness (%)","Precip. Accumulated (mm)","Precip. Accumulated Source Flag","Precip. Accumulated Comment","Precip. (mm)","Precip. Source Flag","Precip. Comment","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Wind Dir. 10 m Avg. (°)","Wind Dir. 10 m Avg. Source Flag","Wind Dir. 10 m Avg. Record Completeness (%)","Precip. Long Term (mm)","Precip. Long Term Source Flag","Air Temp. Avg. Long Term (°C)","Air Temp. Avg. Long Term Source Flag","Air Temp. Avg. Long Term Record Completeness (%)","Air Temp. Avg. Min. Long Term (°C)","Air Temp. Avg. Min. Long Term Source Flag","Air Temp. Avg. Min. Long Term Record Completeness (%)","Air Temp. Avg. Max. Long Term (°C)","Air Temp. Avg. Max. Long Term Source Flag","Air Temp. Avg. Max. Long Term Record Completeness (%)","Frost Probability 0°C (%)","Frost Probability 0°C Source Flag","Frost Probability 0°C Record Completeness (%)","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment","Growing Degree Days (base 5°C) (GDD)","Growing Degree Days (base 5°C) Source Flag","Corn Heat Units (germinate on start date) (CHU)","Corn Heat Units (germinate on start date) Source Flag","Potato Heat Units (PHU)","Potato Heat Units Source Flag"
"Calgary Springbank A","11-January-2020","-21.2","ACTUAL","100.0","-4.4","ACTUAL","100.0","-17.6","AGGREGATED","100.0","76.9","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","10.0","AGGREGATED","100.0","35.2","AGGREGATED","100.0","4.4","COMPUTED","-9.3","COMPUTED","","-15.6","COMPUTED","","-3.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","12-January-2020","-26.2","ACTUAL","100.0","-20.3","ACTUAL","100.0","-23.8","AGGREGATED","100.0","67.7","AGGREGATED","100.0","","MISSING","","","MISSING","","12.4","AGGREGATED","100.0","24.7","AGGREGATED","100.0","4.4","COMPUTED","-8.8","COMPUTED","","-14.5","COMPUTED","","-3.0","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","13-January-2020","-35.1","ACTUAL","100.0","-25.7","ACTUAL","100.0","-28.1","AGGREGATED","100.0","66.8","AGGREGATED","100.0","","MISSING","","","MISSING","","7.3","AGGREGATED","100.0","28.3","AGGREGATED","100.0","4.8","COMPUTED","-7.8","COMPUTED","","-13.6","COMPUTED","","-2.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","14-January-2020","-35.7","ACTUAL","100.0","-29.3","ACTUAL","100.0","-32.8","AGGREGATED","100.0","72.1","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","7.8","AGGREGATED","100.0","347.9","AGGREGATED","100.0","5.3","COMPUTED","-7.8","COMPUTED","","-13.5","COMPUTED","","-2.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","15-January-2020","-37.7","ACTUAL","100.0","-29.0","ACTUAL","100.0","-33.3","AGGREGATED","100.0","71.5","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","8.7","AGGREGATED","100.0","268.4","AGGREGATED","100.0","5.6","COMPUTED","-7.8","COMPUTED","","-13.3","COMPUTED","","-2.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","16-January-2020","-30.6","ACTUAL","100.0","-27.3","ACTUAL","100.0","-29.0","AGGREGATED","100.0","71.9","AGGREGATED","100.0","","MISSING","","","MISSING","","11.2","AGGREGATED","100.0","126.5","AGGREGATED","100.0","6.0","COMPUTED","-8.2","COMPUTED","","-13.7","COMPUTED","","-2.6","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","17-January-2020","-30.4","ACTUAL","100.0","-23.0","ACTUAL","100.0","-26.4","AGGREGATED","100.0","66.8","AGGREGATED","100.0","","MISSING","","","MISSING","","8.3","AGGREGATED","100.0","327.1","AGGREGATED","100.0","6.3","COMPUTED","-7.3","COMPUTED","","-12.5","COMPUTED","","-2.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","18-January-2020","-31.6","ACTUAL","100.0","-19.2","ACTUAL","100.0","-25.1","AGGREGATED","100.0","72.5","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","10.0","AGGREGATED","100.0","279.6","AGGREGATED","100.0","6.4","COMPUTED","-5.7","COMPUTED","","-11.8","COMPUTED","","0.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","19-January-2020","-24.7","ACTUAL","100.0","6.0","ACTUAL","100.0","-8.3","AGGREGATED","100.0","66.7","AGGREGATED","100.0","","MISSING","","","MISSING","","12.8","AGGREGATED","100.0","243.0","AGGREGATED","100.0","6.7","COMPUTED","-4.7","COMPUTED","","-10.6","COMPUTED","","1.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","20-January-2020","-4.0","ACTUAL","100.0","7.0","ACTUAL","100.0","1.6","AGGREGATED","100.0","63.4","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","13.1","AGGREGATED","100.0","276.0","AGGREGATED","100.0","6.9","COMPUTED","-5.5","COMPUTED","","-11.1","COMPUTED","","0.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","21-January-2020","-7.7","ACTUAL","100.0","4.8","ACTUAL","100.0","-1.9","AGGREGATED","100.0","69.7","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","8.0","AGGREGATED","100.0","312.1","AGGREGATED","100.0","7.1","COMPUTED","-5.7","COMPUTED","","-11.6","COMPUTED","","0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","22-January-2020","-9.8","ACTUAL","100.0","3.3","ACTUAL","100.0","0.0","AGGREGATED","100.0","51.3","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","19.6","AGGREGATED","100.0","273.0","AGGREGATED","100.0","7.3","COMPUTED","-5.6","COMPUTED","","-11.1","COMPUTED","","-0.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","23-January-2020","-10.4","ACTUAL","100.0","7.8","ACTUAL","100.0","-1.5","AGGREGATED","100.0","62.1","AGGREGATED","100.0","0.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","13.5","AGGREGATED","100.0","227.1","AGGREGATED","100.0","7.5","COMPUTED","-6.3","COMPUTED","","-11.8","COMPUTED","","-0.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","24-January-2020","-3.3","ACTUAL","100.0","6.9","ACTUAL","100.0","2.2","AGGREGATED","100.0","64.8","AGGREGATED","100.0","","MISSING","","","MISSING","","13.7","AGGREGATED","100.0","271.2","AGGREGATED","100.0","7.9","COMPUTED","-6.3","COMPUTED","","-12.2","COMPUTED","","-0.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","25-January-2020","-5.6","ACTUAL","100.0","5.1","ACTUAL","100.0","0.6","AGGREGATED","100.0","59.5","AGGREGATED","100.0","","MISSING","","","MISSING","","12.1","AGGREGATED","100.0","301.6","AGGREGATED","100.0","8.4","COMPUTED","-6.1","COMPUTED","","-11.8","COMPUTED","","-0.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","26-January-2020","-11.5","ACTUAL","100.0","1.1","ACTUAL","100.0","-4.4","AGGREGATED","100.0","72.0","AGGREGATED","100.0","","MISSING","","","MISSING","","7.6","AGGREGATED","100.0","317.1","AGGREGATED","100.0","8.5","COMPUTED","-6.3","COMPUTED","","-12.4","COMPUTED","","-0.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","27-January-2020","-6.2","ACTUAL","100.0","4.3","ACTUAL","100.0","-0.2","AGGREGATED","100.0","56.0","AGGREGATED","100.0","","MISSING","","","MISSING","","16.0","AGGREGATED","100.0","289.4","AGGREGATED","100.0","8.9","COMPUTED","-6.4","COMPUTED","","-12.2","COMPUTED","","-0.5","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","28-January-2020","-9.5","ACTUAL","100.0","4.3","ACTUAL","100.0","-3.3","AGGREGATED","100.0","60.1","AGGREGATED","100.0","","MISSING","","","MISSING","","8.7","AGGREGATED","100.0","283.2","AGGREGATED","100.0","9.0","COMPUTED","-7.5","COMPUTED","","-13.4","COMPUTED","","-1.7","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","29-January-2020","-13.1","ACTUAL","100.0","5.7","ACTUAL","100.0","-4.5","AGGREGATED","100.0","67.8","AGGREGATED","100.0","","MISSING","","","MISSING","","8.9","AGGREGATED","100.0","275.6","AGGREGATED","100.0","9.6","COMPUTED","-6.0","COMPUTED","","-13.0","COMPUTED","","0.9","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","30-January-2020","-6.5","ACTUAL","100.0","4.6","ACTUAL","100.0","0.1","AGGREGATED","100.0","50.4","AGGREGATED","100.0","","MISSING","","","MISSING","","17.7","AGGREGATED","100.0","269.9","AGGREGATED","100.0","9.9","COMPUTED","-4.5","COMPUTED","","-10.0","COMPUTED","","1.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","31-January-2020","-4.6","ACTUAL","100.0","6.6","ACTUAL","100.0","2.2","AGGREGATED","100.0","60.3","AGGREGATED","100.0","","MISSING","","","MISSING","","19.3","AGGREGATED","100.0","197.9","AGGREGATED","100.0","10.3","COMPUTED","-5.1","COMPUTED","","-11.3","COMPUTED","","1.1","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","01-February-2020","-5.7","ACTUAL","100.0","8.0","ACTUAL","100.0","2.0","AGGREGATED","100.0","80.9","AGGREGATED","100.0","2.7","AGGREGATED","using element [Precip. 1-hr other]","2.5","AGGREGATED","using element [Precip. 1-hr other]","20.9","AGGREGATED","100.0","173.1","AGGREGATED","100.0","11.1","COMPUTED","-5.3","COMPUTED","","-11.4","COMPUTED","","0.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","02-February-2020","-17.8","ACTUAL","100.0","-3.7","ACTUAL","100.0","-8.9","AGGREGATED","100.0","62.8","AGGREGATED","100.0","7.0","AGGREGATED","using element [Precip. 1-hr other]","4.3","AGGREGATED","using element [Precip. 1-hr other]","14.7","AGGREGATED","100.0","281.4","AGGREGATED","100.0","11.5","COMPUTED","-5.7","COMPUTED","","-11.1","COMPUTED","","-0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","03-February-2020","-24.3","ACTUAL","100.0","-8.6","ACTUAL","100.0","-12.3","AGGREGATED","100.0","76.8","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.2","AGGREGATED","using element [Precip. 1-hr other]","10.5","AGGREGATED","100.0","319.3","AGGREGATED","100.0","11.8","COMPUTED","-6.0","COMPUTED","","-11.7","COMPUTED","","-0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","04-February-2020","-25.9","ACTUAL","100.0","-1.0","ACTUAL","100.0","-11.6","AGGREGATED","100.0","68.9","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","19.5","AGGREGATED","100.0","283.5","AGGREGATED","100.0","12.2","COMPUTED","-5.5","COMPUTED","","-12.0","COMPUTED","","1.0","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","05-February-2020","-5.7","ACTUAL","100.0","3.6","ACTUAL","100.0","-1.3","AGGREGATED","100.0","55.1","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","21.4","AGGREGATED","100.0","306.1","AGGREGATED","100.0","12.7","COMPUTED","-5.7","COMPUTED","","-11.8","COMPUTED","","0.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","06-February-2020","-7.7","ACTUAL","100.0","1.3","ACTUAL","100.0","-2.7","AGGREGATED","100.0","59.5","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","11.4","AGGREGATED","100.0","337.7","AGGREGATED","100.0","13.1","COMPUTED","-7.0","COMPUTED","","-12.2","COMPUTED","","-1.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","07-February-2020","-11.7","ACTUAL","100.0","-1.7","ACTUAL","100.0","-5.9","AGGREGATED","100.0","74.6","AGGREGATED","100.0","","MISSING","","","MISSING","","9.4","AGGREGATED","100.0","214.3","AGGREGATED","100.0","13.9","COMPUTED","-6.8","COMPUTED","","-12.6","COMPUTED","","-1.0","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","08-February-2020","-16.2","ACTUAL","100.0","-4.6","ACTUAL","100.0","-7.3","AGGREGATED","100.0","88.8","AGGREGATED","100.0","","MISSING","","","MISSING","","11.2","AGGREGATED","100.0","325.8","AGGREGATED","100.0","14.6","COMPUTED","-7.6","COMPUTED","","-13.5","COMPUTED","","-1.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","09-February-2020","-19.8","ACTUAL","100.0","1.5","ACTUAL","100.0","-6.0","AGGREGATED","100.0","69.1","AGGREGATED","100.0","","MISSING","","","MISSING","","18.8","AGGREGATED","100.0","320.5","AGGREGATED","100.0","15.4","COMPUTED","-8.5","COMPUTED","","-14.0","COMPUTED","","-3.0","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","10-February-2020","-11.8","ACTUAL","100.0","-1.6","ACTUAL","100.0","-6.7","AGGREGATED","100.0","65.2","AGGREGATED","100.0","","MISSING","","","MISSING","","13.5","AGGREGATED","100.0","274.5","AGGREGATED","100.0","15.7","COMPUTED","-8.2","COMPUTED","","-14.0","COMPUTED","","-2.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","11-February-2020","-8.6","ACTUAL","100.0","2.9","ACTUAL","100.0","-0.5","AGGREGATED","100.0","65.6","AGGREGATED","100.0","","MISSING","","","MISSING","","26.5","AGGREGATED","100.0","318.7","AGGREGATED","100.0","15.9","COMPUTED","-7.6","COMPUTED","","-14.0","COMPUTED","","-1.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","12-February-2020","-19.3","ACTUAL","100.0","-8.3","ACTUAL","100.0","-12.0","AGGREGATED","100.0","84.2","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","10.8","AGGREGATED","100.0","132.8","AGGREGATED","100.0","16.1","COMPUTED","-5.2","COMPUTED","","-11.8","COMPUTED","","1.4","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","13-February-2020","-16.4","ACTUAL","100.0","7.6","ACTUAL","100.0","-5.4","AGGREGATED","100.0","67.5","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","14.1","AGGREGATED","100.0","262.0","AGGREGATED","100.0","16.5","COMPUTED","-4.0","COMPUTED","","-9.6","COMPUTED","","1.7","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","14-February-2020","-10.4","ACTUAL","100.0","0.9","ACTUAL","100.0","-5.5","AGGREGATED","100.0","81.8","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","10.4","AGGREGATED","100.0","146.5","AGGREGATED","100.0","16.6","COMPUTED","-5.5","COMPUTED","","-11.7","COMPUTED","","0.6","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","15-February-2020","-9.9","ACTUAL","100.0","2.5","ACTUAL","100.0","-5.5","AGGREGATED","100.0","75.1","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","13.0","AGGREGATED","100.0","192.2","AGGREGATED","100.0","16.8","COMPUTED","-4.6","COMPUTED","","-11.0","COMPUTED","","1.8","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","16-February-2020","-13.0","ACTUAL","100.0","0.8","ACTUAL","100.0","-6.2","AGGREGATED","100.0","71.7","AGGREGATED","100.0","7.2","AGGREGATED","using element [Precip. 1-hr other]","0.0","AGGREGATED","using element [Precip. 1-hr other]","9.1","AGGREGATED","100.0","307.2","AGGREGATED","100.0","17.1","COMPUTED","-5.4","COMPUTED","","-11.0","COMPUTED","","0.2","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
"Calgary Springbank A","17-February-2020","-15.6","ACTUAL","100.0","-9.7","ACTUAL","100.0","-12.9","AGGREGATED","100.0","78.9","AGGREGATED","100.0","","MISSING","","","MISSING","","13.5","AGGREGATED","100.0","21.7","AGGREGATED","100.0","17.4","COMPUTED","-5.9","COMPUTED","","-12.0","COMPUTED","","0.3","COMPUTED","","100.0","COMPUTED","","","UNAVAILBLE","","0.9","COMPUTED","0.0","COMPUTED","0.0","COMPUTED"
